text,rating,date,class
"Todo impecable. 
Muy linda experiencia. El hotel cumplió todas las expectativas.   
La habitación super confortable. 
Muy buena predisposición siempre por parte del personal.
.....................................................",10,2024-08-02 00:00:00+00,1
 Sempre que vou à Foz procuro fazer minha reserva no Viale Tower meu preferido,10,2024-08-02 02:33:43+00,1
"Conheci hotel em 2019, voltei a me hospedar porque imaginei encontra lo nas mesmas condições, mas percebi que ele está com pouca manutenção, acústica muito ruim, quartos extremamente barulhentos, meu apto esta de frente para rua, janela sem acústica nenhuma.
Funcionários ok.
Limpeza ok.
Café da manhã com itens repetidos para quem fica 1 semana hospedado, mas ok.
Piscine, e rooftop tem uma vista incrível, este é o grande atrativo. 
Localização é excelente.",8,2024-08-03 00:00:00+00,1
" Café da manhã com bastante variedade, funcionários muito atenciosos e educados, ótima localização e boa ducha.  Decoração do quarto simples, edredon muito desgastado/velho, toalhas e roupas de cama mais simples, porém ok.",8,2024-08-03 12:21:23+00,1
A vista do pôr do sol eh o mais  incrível desse hotel  experiência maravilhosa,10,2024-08-03 15:49:11+00,1
" Gostamos da localização, café da manhã, da limpeza do quarto e simpatia das camareiras.  Estacionei meu carro na vaga de PCD e identifiquei com o crachá mas tive que descer do carro para tirar um cone que estava na vaga, era meia noite e a recepção do hotel ligou no quarto dizendo que eu ocupei uma vaga de PCD mas não foram olhar que o veículo estava identificado e na frente do meu veículo havia outro carro tb ocupando uma das vagas de PCD SEM a devida identificação. Já é a quarta vez que me incomodo com essa questão no Viale.",8,2024-08-05 02:17:36+00,1
" Localização é excepcional, fica bem a lado dos melhores bares e restaurantes. Rooftop com bar e uma bela vista da cidade.  A limpeza no geral não é muito boa, tanto dos quartos quanto das áreas comuns.",8,2024-08-05 14:46:30+00,1
 Tudo perfeito. Super recomendo.,10,2024-08-05 16:26:07+00,1
 O atendimento da recepção noturna foi muito solícito. O café é bom custo-benefício.,8,2024-08-06 00:46:47+00,1
" Quartos amplos 
Limpeza diária 
Café da manhã muito bom  Gostei de tudo",10,2024-08-06 10:48:49+00,1
" Atendimento, localização, café da manhã, todos excelentes  Gostei de tudo",10,2024-08-06 10:57:16+00,1
" SKY bar  Limpeza de quarto, não tinha camareiras suficientes... Em 4 dias 1 limpeza e com muito pedido.. decepcionante",4,2024-08-07 01:06:26+00,-1
"O serviço de quarto da Jessica é excelente. Pena q o recepcionista colocou todos meus colegas de empresa em quartos e andares próximos, enquanto eu fiquei há andares de distância, mesmo tendo todos nós chegado juntos. O Rooftop fecha cedo.",8,2024-08-08 00:00:00+00,1
Hotel bom para quem vai a trabalho e negocios. Cama barulhenta. Mas o quarto é espaçoso e limpo. Dois elevadores são pouco para o transito dos hospedes. Rooftop agradavel e cafe da manha honesto.,6,2024-08-08 00:00:00+00,0
 Valores do bar e a tv do quarto não ligava,7,2024-08-08 12:59:04+00,0
"Fui para o festival de caldos e sopas e não tive uma experiência agradável, infelizmente as sopas e caldos estavam frios, assim como os pães servidos no local. As opções não eram agradáveis, o tempero é mínimo, o que salvou foi a sobremesa que estava uma delícia mas infelizmente as sopas e os caldos não! O ambiente é incrível, o terraço é um espetáculo!",8,2024-08-09 00:55:39+00,1
 Os quartos possuem um bom tamanho e a cama é maravilhosa.,10,2024-08-10 13:24:07+00,1
" Localidade, cordialidade de todo o atendimento no hotel, os quartos amplos e bom custo benefício no geral  Limpeza dos banheiros poderiam ser mais caprichadas como limpeza dos vidros do box, rejuntes das pastilhas e revestimentos",10,2024-08-11 00:21:44+00,1
"Hotel bom e limpo, café da manhã com opções (bolos bem secos, de caixinha, café de máquina automática 3 corações ou Pilão). Mesmo com as toalhas penduradas, trocaram por novas todos os dias. Mal interagimos com a recepção.  Chuveiro quente e ducha forte. Bem localizado no centro,  perto de restaurantes incríveis.",8,2024-08-12 00:00:00+00,1
"Hotel com ótima localização, muito limpo e bonito.
Mas fui informado que não cobrariam estacionamento no pátio frontal do hotel, somente no estacionamento interno (subsolo), e depois fui cobrado pelas diárias do veículo.",10,2024-08-12 00:00:00+00,1
HOTEL MUITO BOM SOMENTE A VISTA DA JANELA QUE ME SURPREEENDEU PQ PEDI UMA VITA MELHORA E NÃO FUI ANTENDIDO.,10,2024-08-12 00:00:00+00,1
" Foi perfeita nossa estadia  os funcionários muito atenciosos e receptivos, o quarto bem espaçoso, tudo bem organizado e muito limpo, a vista do quarto é maravilhosa, o café da manhã bem servido, não temos do que reclamar, voltaremos mais vezes com certeza",10,2024-08-12 16:03:08+00,1
"Perto de vários restaurantes, serviço muito boml",10,2024-08-14 21:06:47+00,1
Local agradável e limpo. Boas acomodaçães. Vista linda do por do sol na área da piscina (cobertura). Bom custo X benefício.,8,2024-08-15 00:52:34+00,1
" La ubicación es muy buena. Las vistas desde la habitación y de la azotea hacia Paraguay y Argentina, espectaculares. Las camas comodísimas. El desayuno suficiente.  Faltaba gel en el baño. Había champú y acondicionador. Es un mal menor porque yo llevaba gel",9,2024-08-15 16:09:11+00,1
"3日間お世話になりました。😊
綺麗なホテルです。部屋も広いです。😊",8,2024-08-15 18:44:32+00,1
Muy buen hotel…,10,2024-08-16 00:00:00+00,1
Experiência razoável no hotel. Ar condicionado não funcionou no modo aquecimento. Em geral a acomodação já necessita uma reforma. Ponto forte o café da manhã e experiência no rooftop.,6,2024-08-16 00:00:00+00,0
 Quartos amplos e boa limpeza além de ótima localização  Somente 2 elevadores sendo que demoravam muito e deram problema além de serem bem pequenos. O estacionamento é cobrado à parte e encarece bastante a estadia.,7,2024-08-17 14:57:14+00,0
"Hotel bonito, muito bem localizado, bom café da manhã,  bom restaurante na cobertura próximo à piscina, mas tem coisas que acabam estragando qualquer experiência, vazamento intenso no Box do banheiro, simplesmente não incomoda a equipe que arruma os quartos, aliás um dia as 15:00 chegamos com o quarto sem arrumar, e a pessoa disse que não dá tempo de arrumar todos... pedimos semente para deixar as toalhas novas pois nem isso fizeram, ar condicionado não funciona, mas preferi não solicitar troca de quarto porque deu muito trabalho desfazer malas e estender todas as roupas no armário.",6,2024-08-17 21:57:31+00,0
"O hotel é ótimo! Já me hospedei aqui em 2016. Continuem prestando bom serviço. Adorei o rooftop com a piscina de borda infinta e a vista perfeita.  A única  ressalva são os elevadores que apesar de  serem dois, não é suficiente para tantos hóspedes. Obrigada!",10,2024-08-18 00:00:00+00,1
 Bar sul terrazzo. Camere grandi.  La colazione abbondante ma a mio parere di scarsa qualità. Prodotti da bagno inesistenti. Salviettine al posto della carta igienica. Asciugamani piccoli.,7,2024-08-20 05:38:29+00,0
 Enchufes sin adaptadores,6,2024-08-20 14:54:12+00,0
" Colazione Abondante, buona scelta di tutto.
Avevo anche la possibilità di late check out senza cosyo aggiuntivo!!!!!",9,2024-08-20 19:10:43+00,1
"A nossa primeira impressão já não foi boa. Abrimos a porta do quarto e estava um cheiro horrível dentro dele, “ranço”, parecia cheiro de leite azedo. Abrimos a janela para deixar o ar circular, mas não melhorou muito. O quarto estava bem empoeirado, embaixo das camas principalmente, voltamos de viagem atacados da alergia. 
O café da manhã é regular e os funcionários não são muito amigáveis, atendimento regular também. 
O estacionamento é caríssimo, pagamos R$ 35,00 + 5% de ISS, ao final de 4 diárias deixamos R$ 162,00 só de estacionamento. 
O Hotel tem o hall de entrada bonito, porém é notável a falta de manutenção e limpeza nas áreas comuns. 
Não recomendamos e não retornaremos.",4,2024-08-22 00:00:00+00,-1
"Hotel maravilhoso em Foz, funcionários muito simpáticos e receptivos, todos muito educadose prontos. O quarto perfeito, bem espaçoso,  tudo muito limpo, e organizado, a vista do quarto era magnífica o café da manhã perfeito, tudo bem fresquinho, só senti falta de uma variedade maior de bolos, mas o restante perfeito!",10,2024-08-22 17:57:41+00,1
"Lugar Maravilhoso para passar a tarde e curtir o por do Sol, as bebidas e petiscos são Top e você tem um atendimento personalizado e exclusivo a cada visita,  super recomendo. Voces não vão se arrepender e ainda tem uma vista privilegiada com um por do Sol espetacular",10,2024-08-25 00:00:00+00,1
 Excellent location,8,2024-08-25 10:04:57+00,1
 Gute Lage und großes Zimmer. Das Personal ist freundliches und spricht englisch. Frühstück war okay.  Betten waren sehr weich und haben gequietscht.,8,2024-08-25 12:31:18+00,1
"Should have more facilities, since it is a place where people from different countries visit",6,2024-08-25 20:16:20+00,0
" La terraza.  Hay Solo 2 ascensores para 17 pisos....que además son lentos y pequeños.  No hacían limpieza, el teléfono en la habitación no funcionaba, el wi fi es captado por personas maliciosas que usan tu tarjeta de crédito.",5,2024-08-26 15:06:53+00,0
" Quartos limpos, staff simpáticos, bem no centro da cidade, estrutura boa e café da manhã excelente  Gostei de tudo",10,2024-08-26 20:38:44+00,1
 Cómo siempre la mejor ubicación y exelente atención de todo su personal  El sauna no estaba en funcionamiento,10,2024-08-27 09:42:08+00,1
"O atendimento na recepção foi muito ruim. Não deixaram fazermos o check-out na noite anterior somente às 3 horas da madrugada, no nosso horário de saída. Nos atrasaram mais de meia hora pois as notas do bar e restaurante estavam erradas, cobrança duplicada. Conseguimos alterar algumas porém 2 ainda ficaram duplicadas, só vimos quando chegamos em casa que tivemos prejuízo. o hotel precisa de mais manutenção também.",6,2024-08-28 00:00:00+00,0
"Pelas fotos imaginei ser muito melhor, manutenção fraca dos quartos, tem 2 elevadores sociais e 1 de serviço, porém, 1 social ficou 3 dias em manutenção.

Não nos foi permitido fazer o check out na noite anterior a nossa saída. 
Tivemos que fazer na madrugada (3 horas da manhã, nosso horário de saída...) infelizmente perdemos mais de meia hora conferindo as notas de bar e restaurante pois estavam, várias, duplicadas... e acabamos pagando R$ 108 a mais do que consumimos... Péssimo atendimento da recepção.

Enfim... era para ser uma viagem tranquila de passeio.. acabamos sendo lesados.",4,2024-08-28 00:00:00+00,-1
"Bom custo benefício, ótima localização.",10,2024-08-28 00:00:00+00,1
" Café da manhã muito bom e bem variado, localização excelente, de fácil acesso para qualquer lugar.",10,2024-08-28 00:11:08+00,1
"Bom hotel, bem localizado, muito limpo",10,2024-08-29 00:00:00+00,1
" Do check out  Infelizmente, o Vialle já foi muito melhor, mas hoje não vale a pena. O atendimento é péssimo, o café da manhã é decepcionante, com itens faltando e mesas sujas e grudentas. O quarto também estava sujo, o que foi bastante frustrante.

Chegamos às 6 da manhã e perguntei sobre a possibilidade de um early check-in. Disseram que não havia quartos disponíveis, o que entendi, mas acabei pagando 80% do valor da diária mais o valor do estacionamento. Mesmo assim, não nos ofereceram o café da manhã, nem mesmo uma versão reduzida. Para piorar, nos colocaram em um quarto para PNE, alegando que o hotel estava lotado. Isso claramente não era verdade, já que os próprios funcionários depois mencionaram que havia muitos quartos vazios.

Por pura impaciência de lidar com funcionários arrogantes que pareciam se achar donos do lugar, acabamos aceitando o quarto. No check-out, a mesma falta de consideração: por motivos de trabalho, pedi se poderia sair às 14h, mas novamente me negaram, mesmo sendo uma segunda-feira com o hotel praticamente vazio – o estacionamento tinha apenas 11 carros.

Enfim, a experiência foi muito decepcionante, e não recomendo este hotel de forma alguma.",1,2024-08-29 01:53:39+00,-1
" A localização é excepcional, atendimento muito bom, hotel limpo, quarto muito grande e confortável.
Banheiro otimo tbm, e o chuveiro foi o melhor.",10,2024-08-29 12:00:55+00,1
" L’hotel si trova in centro , vicino a ristoranti , banche  e a tutto ciò che può servire la sera!  Camera un po’ ammuffita ma niente di grave !",8,2024-08-29 15:59:38+00,1
" Buen hotel para hacer una parada de un día y ver las cataratas del lado brasileño. Tiene la parada bus tanto para ir aeropuerto, cataratas o Argentina, justo al lado.  La verdad que estuve poco tiempo y por tanto no tuve ninguna mala experiencia. La habitación era cómoda  y correcta.",8,2024-08-30 17:55:56+00,1
" Desayuno muy variado, sea dulce que salado, y ofrecen desde muy temprano hasta las 10.30AM. Adentro del hotel hay una empresa que ofrece tours a las cataratas a muy buen precio. La habitación era cómoda. Buena posición del hotel cerca de muchos bares y restaurantes y minimarkets. Late check-out sin costo hasta las 2 PM.  Uno de los dos ascensores nunca funcionó, y hubo largas esperas para el único ascensor que había. La habitación era vieja, y la secadora de pelo dejó de funcionar al segundo día. Potencia del aire acondicionado no era suficiente.",6,2024-09-01 22:58:50+00,0
 Hotel sem mensageiros cheguei com bebê e malas ninguém pra ajudar você se vira por conta própria,4,2024-09-02 11:38:28+00,-1
" localização excelente
apartamento confortável
café da manhã gostoso",10,2024-09-03 14:03:28+00,1
"Excelente hotel, delicioso buffet, muchas cortesía.
Limpieza inmaculada.💐",10,2024-09-03 14:33:49+00,1
"Quartos limpos e bem confortáveis, o hotel tem uma ótima localização, perto de bares e restaurantes de boa qualidade.
Excelente atendimento, fomos muito bem recepcionados por todos os funcionários.
Principalmente da funcionária Andrea Lima.",10,2024-09-04 00:00:00+00,1
" O que mais gostamos foi da equipe do hotel que nos receberam com simpatia e cordialidade, em especial o Jonas e a Naiane que foram muito atenciosos conosco! 
As camas são  confortáveis, chuveiro muito bom. O cheirinho de limpeza assim que vc já entra na recepção tbm muito agradável e tbm não posso deixar de comentar sobre o SKY bar que tem uma linda vista da cidade e tbm os pratos do restaurante para o jantar que estavam deliciosos e com preços justos.  Nada",10,2024-09-04 12:33:48+00,1
"Excelente atención y disposición.
Muy puntuales y responsables.
Muy buena ubicación.
Personal muy atento  con la gente.
Tiene una vista fantástica, donde puedes ver Foz, Ciudad del Este y Puerto Iguazu.
Excelente comedor y bar.
Amplio espacio en recepción",10,2024-09-05 00:00:00+00,1
"Não deixem de visitar rooftop, vista deslumbrante",10,2024-09-05 10:07:47+00,1
Excelente,10,2024-09-05 14:55:34+00,1
" Muy buena comida, sobre todo en el Sky bar.  A determinadas horas habia que esperar demasiado los ascensores.
Que no hubiera baño en la PB",9,2024-09-05 20:37:41+00,1
"Good hotel, good location, the staff is friendly and helpful. If you come to iguazu this is the place to stay",10,2024-09-06 15:39:19+00,1
"Cheguei ao hotel fui bem recepcionada, cheguei um pouco mais cedo do check in mas sem problemas, fui dar um passeio para aguardar o horario, quarto muito bom, chuveiro e cama excelente. Um dos  dias do passeio deixei a minha bolsa no armário com carteira e algumas notas de outros paises e dois cartoes, pq para passeio bom ir com uma bolsa menor, e ai no dia que fui embora notei q minha bolsa havia sido mexida, abri minha carteira e uma nota havia sumido, mas nem falei nada pois seria minha palavra contra a deles, mas tenho certeza absoluta que nao estava la. Na hora do checkout sai no horario que tem q sair, e logo em seguda estava chegando um grupo de pessoas , e o hotel liberou todas essas pessoas antes do check in que seria as 14hs , e ouvi que o hotel fez a gentileza de liberar, acho super justo isso, mas deveria ser para todos a gentileza ne, pois cheguei e nao tive gentileza. Um dia antes perguntei se teria como eu sai as 13hs devido ao meu voo ser a noite, e o rapaz disse que teria q m cobrar 100,00. Mas ok.
O hotel e muito bom, cafe simples mas bem gostoso, lugar limpinho. Recomendo mesmo assim",8,2024-09-08 00:00:00+00,1
"A atenção da equipe, compensou a lentidão do elevador. Ótimo café da manhã. Linda vista de toda a cidade. Excelente localização. Perto de restaurantes, choperias, lojas, etc.
Agradeço à excelência nos serviços de governança prestados pela Jéssica Oliveira.",8,2024-09-08 00:00:00+00,1
"The hotel maintenance is not very good. The shower stall is stuck, the window is stuck, the floor is not very clean, the reception is not very friendly, the elevators are inefficient. There is a lot of room for improvement. The bed, pillows and shower are good. The hotel is in a good location",4,2024-09-08 00:00:00+00,-1
"Hotel básico e sem charme algum. Anúncio bastante pretensioso para algo cheio de problemas. Quartos básicos, camas ruins, lençóis e toalhas surradas. A avaliação na plataforma não condiz com o que entregam. Localização bacana para quem gosta de bares temáticos etc. Perfil para viajantes de empresa, hotel sem diferencial.",4,2024-09-09 00:00:00+00,-1
"Hotel é de categoria básica, longe do que propõem através da internet e parceiros de reservas. Não criem expectativas de algo sofisticado e confortável. Padrão das camas, ok. Toalhas de banho ruins, ásperas e gastas. Porta do quarto sem vedação alguma, a claridade da iluminação do corredor entra no quarto e o barulho da movimentação do corredor incomodou demais. Durante as 5 noites de hospedagem, em 3 delas os elevadores estavam com problemas. Levava de 12 a 15 min aguardando a disponibilidade para sair do andar do quarto para o Lobby - 15 andar não dava para ir de escada. Hotel sem charme, padrão ""cama para dormir e chuveiro para tomar banho"". Além, os quartos possuem caixas de disjuntores elétricos em seu interior, o barulho de sobrecarga era constante, zumbido de eletricidade muito alto. Café da manhã variado, porém poderiam melhorar mais.",4,2024-09-09 00:00:00+00,-1
Muy buena instalación y limpieza excelente,10,2024-09-10 00:00:00+00,1
recomendo,10,2024-09-10 11:43:37+00,1
Ótimo Hotel,10,2024-09-10 12:39:34+00,1
" Rooftop do hotel, tem uma vista muito bonita !  Receptividade deste o atendimento, que não ajudam nas malas, Porém o principal foi o não funcionamento de todos os elevadores, estava com mais duas pessoas e tivemos que subir 12 andares de escada para ir para o quarto, foi extremamente desconfortável. Após somente um elevador funcionava, tendo uma demora grande para descer ou subir.",4,2024-09-10 14:18:41+00,-1
" Razoável  Não respeitam os hospedes quanto o silêncio no momento de descanso após 22 horas, importunação provocada pelos colaboradores do restaurante do hotel.",1,2024-09-11 10:00:16+00,-1
" Boa localização, suites amplas!  Atendimento pouco cordial, banheiro poderia ser mais limpo e faltou manutenção.",6,2024-09-12 02:53:06+00,0
"Ótima opção de hospedagem. Muito próxima de bons restaurantes, bares, farmácias e outras conveniências. Equipe muito atenciosa e cordial.",10,2024-09-14 00:00:00+00,1
" O ambiente é lindo e agradável, pessoas educadas, excelente localização e bom café da manhã.  Na semana que ficamos hospedados fizemos manutenção e interdição na piscina, com isso só conseguimos usar o deck e a piscina por um dia.",10,2024-09-14 16:25:22+00,1
" Localização, funcionários",8,2024-09-14 22:19:13+00,1
"Hotel Limpo organizado e bem arrumado
Os colchões são moles demais!!",10,2024-09-15 13:23:11+00,1
" O hotel é confortável e bem localizado, mas não vale o preço  O estacionamento é um horror, o hotel anuncia ter estacionamento,  mas este é terceirizado, vc não pode ver onde o manobrista deixa seu carro, não pode ficar com a chave, precisei pegar um pertence e o manobrista se ofereceu para ""revistar meu carro "" para achar o que eu queria. Embora eles fiquem com a chave ""não se responsabilizam por bens deixados no interior "". Fora que o funcionário foi totalmente sem educação,  nos ridicularizou sugerindo que não sabíamos o que era um estacionamento com manobrista,  fez graça e quando pedi minha chave ele sacudiu a mesma e fez careta e gracinha. Filmei toda a conversa, reclamei na recepção,  pedi para falar com o gerente do hotel e (SURPRESA) não tem ninguém nos fins de semana para atender. Pedimos a conta e nos mudamos de hotel, obviamente pagando a diária não usada, para isto aos funcionários são muito capacitados (cobrar), mas para resolver problemas não havia ninguém.  Terminamos nosso fds em SP em outro hotel, com o carro devidamente estacionado, em segurança e bem atendidos (viajamos para fazer compras, o carro estava carregado).",1,2024-09-15 13:50:51+00,-1
"O quarto estava com vazamento no box enchendo o banheiro de água.
Para quem tem problema com visão para pouca luz, os quartos não são bem iluminados, as janelas não abrem, para quem tem problemas alérgicos fica refém do ar condicionado.",8,2024-09-15 20:18:20+00,1
"I loved my stay at Viale. The staff at the front desk were very professional, polite and helpful. 
The room was spacious and very clean. The air conditioning worked well too. They have great breakfast buffet as well, which features Brazilian items like Pão de queijo. I also enjoyed the view from the rooftop. It was great both day and night. 
The only thing I was not comfortable with was that there was no AC in the hallway, and it got very warm. There are only 2 small elevators so when it is busy, you have to wit for one in such warm temperature. 
Overall I had an excellent experience here, and I would definitely stay here again.",10,2024-09-16 00:00:00+00,1
" Ótima localização, e a vista do por do sol  Pessoas fumando na piscina",9,2024-09-16 03:20:24+00,1
"O hotel é super aconchegante. Tem um café maravilhoso e quartos amplos , confortáveis com bom colchão e travesseiros fofos. O banho é muito bom. Super recomendo. Claro.. um bom custo benefício. A equipe é super simpática. Já é minha segunda vez nesse hotel.",10,2024-09-17 00:00:00+00,1
"O Hotel tem um excelente custo benefício:
- Quartos espaçosos com boa cama e bom travesseiro.( fiquei no Ap1307)
- chuveiro bem forte e com boa agua. Além de ar em perfeito funcionamento. 
- Café  da manhã é maravilhoso, muitas opções e tudo muito gostoso e fresquinho.( um dos meus cafés preferidos em hotéis)
- localização próximo ao centro e rua muito ampla. 
- funcionários corteses e bem humorados.
- tem um bom estacionamento coberto. 
- segurança na entrada fazendo a abordagem de quem chega( traz tranquilidade).
Amei mesmo o hotel. Já é minha segunda vez que me hospedo.",10,2024-09-17 00:00:00+00,1
 Le rooftop avec la piscine chauffée,10,2024-09-17 00:48:47+00,1
"Experiência incrível, quarto aconchegante, limpeza muito boa. Café da manhã com muita variedade de pães, bolos,frutas.",10,2024-09-17 10:33:08+00,1
" Vc  entra no quarto com uma música ambiente que já te leva p um clima de alegria. Amei isso! A localização é ótima,  vc pode ir a pé p vários restaurantes muito bons. Tudo é extremamente limpo e um café da manhã muito variado e gostoso.  Da musica ambiente no quarto e a limpeza.  Troca de toalha todos os dias. Tudo muito limpo.",9,2024-09-18 11:42:21+00,1
 Iluminação da suite,8,2024-09-19 18:27:12+00,1
"Eu e meu namorado adoramos o hotel!
Ótima localização, quarto ótimo, limpeza do hotel, academia com poucos aparelhos, mas qualidade boa, café da manhã com várias opções saudáveis… só o colchão estava meio afundado… mas de resto, tudo perfeito!",10,2024-09-21 00:00:00+00,1
"Maravilhoso! Comida excelente, ambiente agradável e bar com ótimo atendimento. Recomendo para se hospedar em família, próximo de muitos restaurantes, marcado e posto, praticidade garantida, voltaria sem pensar duas vezes! Amamos tudo",10,2024-09-22 00:00:00+00,1
" Localização, café da manhã.  Camas pequenas e desconfortáveis . Só dois elevadores para 17 andares muita espera e elevador passando sempre cheio. Piscina não pode ser utilizada a noite.
Te cobram a garagem.",7,2024-09-23 02:37:48+00,0
"Hotel incrível, muito limpo, organizado, a piscina foi o que mais gostei. A única coisa que eu mudaria seria a televisão por uma smart tv que funcionasse YouTube, Netflix, etc… senti falta rsrs, mas de resto tudo perfeito.",10,2024-09-24 00:00:00+00,1
"O hotel tem as estruturas bem mantidas, os funcionários bastante atenciosos, café da manhã completo e ótima área de bar e piscina na cobertura, com preços justos. Tem muitos quartos e, por isso, é razoável que se espere um pouco pelos elevadores. A localização é bem conveniente para frequentar restaurantes indo a pé e equidistante entre as atrações mais afastadas.",10,2024-09-25 00:00:00+00,1
 el desayuno y la ubicacion. cerca de los micros que te llevan a lugares turisticos de la zona  todo me gusto,10,2024-09-25 01:19:38+00,1
" Quartos amplos, chuveiro excelente e cama confortável.",9,2024-09-25 01:37:50+00,1
" Localização muito boa, do lado de 2 restaurantes com comida excelente. Nos deslocamos de uber e era próximo da maioria dos pontos turisticos. Hotel com ótima estrutura, terraço com piscina lindo, cama extremamente confortável, comida do hotel (serviço de quarto) muito bom. Equipe muito prestativa. Não tem serviço de lavanderia, mas a recepção tem uma indicação e eles entregam e recebem as roupas, prático, rápido e ótimo serviço.  De ter que ir embora.",10,2024-09-25 10:41:31+00,1
" Limpeza, qualidade do frigobar (gela muito bem!), localização e atendimento.  Acabamento do banheiro e colchão côncavo.",9,2024-09-25 15:47:26+00,1
" Apartamento não estava limpo, vazamento de água no box do banheiro",5,2024-09-25 17:45:23+00,0
" Es war alles sehr gut. Bett, Bad und auch die Lage. Gleich nebenan ein tolles Buffet Restsurant. Die Mitarbeiter sind sehr freundlich und hilfsbereit.  Nichts.",9,2024-09-26 17:46:14+00,1
Gostaria de elogiar a funcionária do Hotel Jéssica Maria. Excelente trabalho e uma ótima experiência quando retornava ao quarto. Hotel de boa localização e fácil acesso aos lugares e pontos turísticos da cidade. Super recomendado.  Até breve,8,2024-09-27 00:00:00+00,1
Serviço de excelência  jdjkskksksisidididododididikddkidididududududududufjfufufhsjskskskdkdkdkdkdidiskskosskoskeksodffffdddydycucugigofjcofudlyztlPyxypzglzglxlgxlhzgzglzlgxhlzglxglzypzypxypzypzylzypztozptTototztpzg,10,2024-09-28 00:00:00+00,1
" Localização, estacionamento, próximo a bons restaurantes e café da manhã  Nada",8,2024-09-28 13:59:05+00,1
" Quarto espaçoso, chuveiro bom, cama ótima.  Elevador muito demorado. Poucos elevadores para o numero de pessoas.
Cobrança dos consumos no bar com taxas duplicadas.",9,2024-09-29 22:51:38+00,1
"Quarto com limpeza razoável, uma das camas com o colchão afundando no meio. frigobar desabastecido, sendo necessario pegar na recepção os itens. As aguas de cortesia são uma boa iniciativa. O custo benefício é baixo pelo valor da estadia.",6,2024-09-30 00:00:00+00,0
 Localização  Poucos elevadores,8,2024-09-30 01:53:18+00,1
 Demora exagerada para uso do elevador,9,2024-09-30 14:35:51+00,1
 Hóspedes devem ser orientados a não fazer barulho excessivo durante a madrugada.,7,2024-09-30 20:09:43+00,0
"Já foi nossa 3 vez hospedados nesse hotel. A equipe do hotel é excelente em acolhimento e atendimento de nossas solicitações. Os quartos que usamos são confortáveis e amplos. Café da manhã é variado e delicioso, tem academia, piscina de borda infinita e o pôr do sol lá do rooftop é imperdível. Super recomendamos o hotel.  Dentro desse hotel tem a   Foz Trip agência de receptivo e turismo que  é simplesmente  excelente (destaque para o maravilhoso atendimento da Kauani, do Jaisson e da Luciana).",10,2024-10-01 00:00:00+00,1
A melhor visão da cidade  junto com a melhor banda que ja ouvi. Banda Acústico  Livre e o por do Sol mIs maravilhoso! Gente que cidade maravilhosa! Quero viver aqui!!,10,2024-10-03 01:50:25+00,1
"Boa localização, café da manhã farto, bar no rooftop bacana...os atendentes podiam ser mais simpáticos, com exceção da Aline que foi muito simpática e solicita em tudo que pedi",8,2024-10-03 10:10:18+00,1
 Localização.,7,2024-10-03 17:50:18+00,0
Pessoal muito simpático. O café da manhã era muito bom. O quarto com as camas era bom.,8,2024-10-05 00:00:00+00,1
"Magnifique ! Hôtel très bien situé, personnel aux petits soins, chambre parfaite, literie impeccable, très bon petit déjeuner, agence de tourisme dans l'hôtel avec de très bons services. Je recommande fortement cet hôtel ! Allez y les yeux fermés",10,2024-10-06 00:00:00+00,1
"Não recomendo para casais que desejam conforto, paz e tranquilidade!",6,2024-10-06 00:00:00+00,0
"El desayuno fue un poco limitado, las camas no son muy grandes por lo que pedimos habitación con 2 camas casal",8,2024-10-06 00:00:00+00,1
Hotel confortável e com bom café da manhã,8,2024-10-06 00:00:00+00,1
ótima como sempre.extrema cordialidade no atendimento e prestação de serviços. Recomendo.,8,2024-10-06 03:36:59+00,1
" Buenas vistas de la ciudad, hermosa terraza. Desayuno bien completo y abundante. La habitación bien limpia.  El colchón bastante deformado, no tan cómodo como era de esperar.",7,2024-10-06 13:48:36+00,0
"Personal muy atento, inclusive me proporcionaron habitación antes de la hora del chek inn.",10,2024-10-07 00:00:00+00,1
"Magnifique, tout était top, l'emplacement de l'hôtel, la gentillesse du personnel, les chambres, la literie, le petit dej... bravo !",10,2024-10-07 00:00:00+00,1
 Todo,10,2024-10-07 10:24:33+00,1
"Excelente trato, limpieza inmaculada y desayunos variados y de mucha calidad.",10,2024-10-08 15:49:10+00,1
"Buena atencion, desayuno regular, buena ubicacion, restaurantes y bares cerca",10,2024-10-09 00:00:00+00,1
" Rooftop  Elevador não funcionava , tendo que subir 12 andares de escada !",5,2024-10-09 20:52:06+00,0
" água grátis na entrada
camas excelentes  nada",9,2024-10-10 18:22:24+00,1
 As camas  Luminosidade,8,2024-10-10 21:56:40+00,1
"Após alguns dias no Golden e San Juan SJ, este foi o melhor hotel que fiquei na região. Ventava bastante no rooftop então comemos dentro. Preços justos. A piscina é préaquecida então estava  uma boa temperatura apesar de não ser coberta. Academia 24h. Vista para o rio e uma região de melhor público. Apenas o preço é bastante elevado. A sauna não funcionava",8,2024-10-11 18:04:22+00,1
" Localização, estrutura do hotel",10,2024-10-12 11:22:39+00,1
"Diária caríssima, incompatível com o hotel, e cobraram mais $35 de diária de estacionamento que não está discrição do anúncio, não é pelo valor e sim por sermos turistas, nos sentimos enganados , explorados...",2,2024-10-13 00:00:00+00,-1
